Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Financial Advisor,Dai-ichi Life Insurance Myanmar Ltd.,"Sales, Business Development",Yangon,Benefits: - Bonus + Commissions - Rewards on performance,Highlights:- An awesome company - Join a winning team - You can make a difference,Career Opportunities: - Opportunities for promotion - Possibility for job training - Learn new skills and techniques,23 Jan 2025,https://www.jobnet.com.mm/job/financial-advisor-dai-ichi-life-insurance-myanmar-ltd/110077,22
Financial Advisor,Dai-ichi Life Insurance Myanmar Ltd.,"Sales, Business Development",Yangon,Benefits: - Bonus + Commissions - Rewards on performance,Highlights:- An awesome company - Join a winning team - You can make a difference,Career Opportunities: - Opportunities for promotion - Possibility for job training - Learn new skills and techniques,23 Jan 2025,https://www.jobnet.com.mm/job/financial-advisor-dai-ichi-life-insurance-myanmar-ltd/110076,22
Financial Advisor,Dai-ichi Life Insurance Myanmar Ltd.,"Sales, Business Development",Yangon,Benefits: - Bonus + Commissions - Rewards on performance,Highlights:- An awesome company - Join a winning team - You can make a difference,Career Opportunities: - Opportunities for promotion - Possibility for job training - Learn new skills and techniques,23 Jan 2025,https://www.jobnet.com.mm/job/financial-advisor-dai-ichi-life-insurance-myanmar-ltd/110074,22
Senior Technical Consultant,Vanguard Myanmar,"IT Hardware, Software",Yangon,Benefits: *  Project Incentive  *  Rewards Performance,Highlights:*  Fun Working envirment * Join an experiencend team,Career Opportunities: *  Traning provided *  Learn new skills on the job *  Management potential,23 Jan 2025,https://www.jobnet.com.mm/job/senior-technical-consultant-vanguard-myanmar/109608,22
Talent Acquisition Specialist,"Otsuka Myanmar Co.,Ltd","HR, Training and Recruitment",Yangon,"Benefits: •Enjoy working on the 15th floor of the Kantharyar Tower with panoramic views. •Comprehensive health insurance, gym access, and transportation suppor",Highlights:•Attractive salary package reflective of your skills and experience,Career Opportunities: •Opportunities to develop your skills and grow your career within a world-class company.,23 Jan 2025,https://www.jobnet.com.mm/job/talent-acquisition-specialist-otsuka-myanmar-co-ltd/110070,22
Graphic Designer,"Wei Li Hlaine General Trading Co.,Ltd","Marketing, Media, Creative",Mandalay,Benefits: * Bonus  + Commission * Meal or Travel Allowance * Phone Bills Allowance * Rewards for over performance,Highlights:* Fun Working Environment * International Standards * Make a difference * Join an experience team,Career Opportunities: * Training Provided * Learn new Skills on the job * Promotion Opportunities,23 Jan 2025,https://www.jobnet.com.mm/job/graphic-designer-wei-li-hlaine-general-trading-co-ltd/108982,22
Assistant Manager (Data Science & Engineering),Hana Microfinance Ltd,"IT Hardware, Software",Yangon,Benefits: Rewards over performance,Highlights:Join a winning team,Career Opportunities: Possibility for job training,23 Jan 2025,https://www.jobnet.com.mm/job/assistant-manager-data-science-and-engineering-hana-microfinance-ltd/109155,22
QAQC Engineer (A & ID),MARGA GROUP,"Engineering, Technical, HSE",Yangon,Benefits: - OT Allowance - Insurance (Health & Life),Highlights:-International Standard - Join experience team,Career Opportunities: -Learn New Skills on Job,23 Jan 2025,https://www.jobnet.com.mm/job/qaqc-engineer-a-and-id-marga-group/109118,22
M&E Engineer (Mechanical / Electrical),SHWE TAUNG GROUP,"Engineering, Technical, HSE",Yangon,Benefits: - Ferry Provided - Overtime Payment - Rewards for over performance,Highlights:- Make a difference - Join and experienced team,Career Opportunities: - Training provided - Learn new skills on the job - Promotion opportunities,23 Jan 2025,https://www.jobnet.com.mm/job/mande-engineer-mechanical-electrical-shwe-taung-group/109022,22
Accountant,SHWE TAUNG GROUP,"Finance, Accounting, Audit",Yangon,Benefits: - Meal Allowance - Transportation Allowance (No Ferry Provided) - Rewards for over performance,Highlights:- Make a difference - Join an experienced team,Career Opportunities: - Training provided  - Learn new skills on the job,23 Jan 2025,https://www.jobnet.com.mm/job/accountant-shwe-taung-group/109012,22
Brand Executive,R.Oasis Limited,"Marketing, Media, Creative",Yangon,Benefits: Performance Bonus,Highlights:-,Career Opportunities: -,23 Jan 2025,https://www.jobnet.com.mm/job/brand-executive-roasis-limited/104743,22
Accountant,"Colour Care Business Group Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Ferry Provide (Nearest) Uniform Provide Meal Allowance  Attendance Allowance Working Hours- 8.30 AM to 4:30PM Closed on Sunday & Public Holiday,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,23 Jan 2025,https://www.jobnet.com.mm/job/accountant-colour-care-business-group-co-ltd/109668,22
General Counsel,Industry Leading Company,"Legal, Risk and Compliance",Yangon,Benefits: Public Holidays Ferry Provide,Highlights:Group of Companies,Career Opportunities: Opportunities for promotion,23 Jan 2025,https://www.jobnet.com.mm/job/general-counsel/110038,22
Transportation Manager,Myint Thukha Nadi A Group of Companies,"Logistics, Warehousing, Port",Yangon,Benefits: - Annual bonus. - International working experience. - Ferry provided,Highlights:- Fun working environment. - International standard. - High opportunities to develop.,Career Opportunities: - Mentorship and Networking. - Promotion based on expertise and proficiency.,23 Jan 2025,https://www.jobnet.com.mm/job/transportation-manager-myint-thukha-nadi-a-group-of-companies/109419,22
Web Developer (Wordpress),Myint Thukha Nadi A Group of Companies,"IT Hardware, Software",Yangon,Benefits: - Annual bonus. - International working experience. - Ferry provided,Highlights:- Fun working environment. - International standard. - High opportunities to develop.,Career Opportunities: - Mentorship and Networking. - Promotion based on expertise and proficiency.,23 Jan 2025,https://www.jobnet.com.mm/job/web-developer-wordpress-myint-thukha-nadi-a-group-of-companies/109397,22
Quantity Surveyor (MEP),MARGA GROUP,"Engineering, Technical, HSE",Yangon,Benefits: - OT Allowance -  Life Insurance - Health  Insurance,Highlights:International Standard,Career Opportunities: Learn new skills on job,23 Jan 2025,https://www.jobnet.com.mm/job/quantity-surveyor-mep-marga-group/110027,22
School Counsellor,Myanmar International School Yangon,"Education, Teaching, Childcare",Yangon,Benefits: -Ferry provided  -Holidays,Highlights:-Good working environment  -International Standard,Career Opportunities: -Personal Development program,23 Jan 2025,https://www.jobnet.com.mm/job/school-counsellor-myanmar-international-school-yangon/110025,22
Relationship Manager (Business Banking),AYA Bank,"Sales, Business Development",Yangon,"Benefits: - Overtime - Staff Credit Card, Loan & HP  - Staff Welfare Support - Provident Fund Saving Scheme",Highlights:- Happy Working Environment - Young and Dynamic Team - Learning Opportunities & Career Development,Career Opportunities: - Required Skill Trainings,23 Jan 2025,https://www.jobnet.com.mm/job/relationship-manager-business-banking-aya-bank/108866,22
Digital Marketing Executive,Red Mountain Estate Vineyards & Winery,"Marketing, Media, Creative",Yangon,Benefits: Transportation Allowance Phone Bill Allowance,Highlights:Pro-active and dynamic team,Career Opportunities: Training provided Learn new skill on the job,23 Jan 2025,https://www.jobnet.com.mm/job/digital-marketing-executive-red-mountain-estate-vineyards-and-winery/110022,22
ERP Finance Consultant,Capital Diamond Star Group (CDSG),"Finance, Accounting, Audit",Yangon,Benefits: Benefit will be provided according to company policy.,Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,23 Jan 2025,https://www.jobnet.com.mm/job/erp-finance-consultant-capital-diamond-star-group-cdsg/109457,22
Senior Internal Audit Analyst,Capital Diamond Star Group (CDSG),"Finance, Accounting, Audit",Yangon,Benefits: Benefit will be provided according to company policy.,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,23 Jan 2025,https://www.jobnet.com.mm/job/senior-internal-audit-analyst-capital-diamond-star-group-cdsg/109147,22
Senior Software Developer (Dot Net Core),"Pahtama Group Co.,Ltd","IT Hardware, Software",Yangon,Benefits: * Bonus * Ferry Provided,Highlights:* International Standard,Career Opportunities: * Training Provided,23 Jan 2025,https://www.jobnet.com.mm/job/senior-software-developer-dot-net-core-pahtama-group-co-ltd/109376,22
Finance & Account Manager,Industry Leading Company,"Finance, Accounting, Audit",Yangon,Benefits: Transportation Allowance Others Allowance,Highlights:Make a difference,Career Opportunities: Learn new skills on job,23 Jan 2025,https://www.jobnet.com.mm/job/finance-and-account-manager/110017,22
Corporate Payroll Specialist,PME & AG Holding,"HR, Training and Recruitment",Yangon,Benefits: •	Ferry Provided •	Rewards for over performance,Highlights:•	Fair working environment •	Join an experience team •	Make a difference,Career Opportunities: •	Training Provided •	Learning new skill on the job •	Promotion Opportunities •	Management Potential,23 Jan 2025,https://www.jobnet.com.mm/job/corporate-payroll-specialist-pme-and-ag-holding/110016,22
Finance Officer,"Pahtama Group Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Bonus,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,23 Jan 2025,https://www.jobnet.com.mm/job/finance-officer-pahtama-group-co-ltd/109220,22
Solar Design Engineer (Urgent),"Mega Global Green Automation Co.,Ltd.","Engineering, Technical, HSE",Yangon,Benefits: Rewards for over performance  Overtime payments Ferry Allowance,Highlights:Fun Working environment,Career Opportunities: Training Provide,23 Jan 2025,https://www.jobnet.com.mm/job/solar-design-engineer-urgent-mega-global-green-automation-co-ltd/109096,22
Admin Manager,T & H Maths Centre,Administrative,Yangon,Benefits: -Transportation Allowance,Highlights:-Make a difference  Off Day : Monday & Public Holiday  Working Hours : 9:00 AM to 5:00 PM  Location -Yankin Tsp.,Career Opportunities: -Management Potential,23 Jan 2025,https://www.jobnet.com.mm/job/admin-manager-t-and-h-maths-centre/108426,22
Accountant,"Golden Harvest Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: * Duty Meal * Attendance Bonus * Yearly salary increment & Bonus,Highlights:* International Standard,Career Opportunities: * Promotion Opportunities,23 Jan 2025,https://www.jobnet.com.mm/job/accountant-golden-harvest-co-ltd/106857,23
Learning & Development Assistant,"Yadanar More & More Co.,Ltd","HR, Training and Recruitment",Yangon,Benefits: *Attendance Bonus *Yearly bonus *Wedding benefit *Home loan  *Car installment,"Highlights:Holiday - Sunday, National Holiday Work Days - Monday to Saturday Work Time - 9:00 AM to 5:30 PM Duty Station - South Okkalapa Township",Career Opportunities: Training provided Learn new skill on the job Promotion opportunities Management potential,22 Jan 2025,https://www.jobnet.com.mm/job/learning-and-development-assistant-yadanar-more-and-more-co-ltd/110011,23
Quality Control Manager (Hlaing Thar Yar),May Kha San Family,Quality Assurance,Yangon,Benefits: -,Highlights:-,Career Opportunities: -,22 Jan 2025,https://www.jobnet.com.mm/job/quality-control-manager-hlaing-thar-yar-may-kha-san-family/110010,23
Sales Supervisor – Lab & Scientific Instrument,"Amigos International Co.,Ltd","Sales, Business Development",Yangon,Benefits: *Daily Meal *Bus Fee *Travelling Fee *No Leave/No Late Allowance *Phone Bill *Health Insurance *Bonus *OT Charge *Leave Refund *Personal Loan,"Highlights:*Sat/Sun & Gazette Holidays Close *Skill & Development Training *Overseas Trip & Training *Clean,Tidy &Joyful Office *Young, Active &Helpful Team",Career Opportunities: *Ongoing Life-Work-Development  *Skill & Knowledge Training *Promotion based on performance *Computerized and ERP *Digital Working Platform,22 Jan 2025,https://www.jobnet.com.mm/job/sales-supervisor-lab-and-scientific-instrument-amigos-international-co-ltd/109750,23
Micro Lab Technician,Colgate-Palmolive (Myanmar) Ltd.,"Science, Laboratory",Yangon,Benefits: - Fixed bonus - Monthly allowances - Transportation arrangement if out of Shwe Pyi Thar,Highlights:- International standards,Career Opportunities: - learning opportunities,22 Jan 2025,https://www.jobnet.com.mm/job/micro-lab-technician-colgate-palmolive-myanmar-ltd/109042,23
Relationship Manager (Financial Institutions),AYA Bank,"Finance, Accounting, Audit",Yangon,"Benefits: - Staff Credit Card, Loan & HP  - Staff Welfare Support - Provident Fund Saving Scheme",Highlights:- Happy Working Environment - Young and Dynamic Team - Learning Opportunities & Career Development,Career Opportunities: - Training Provided  - Networking exposure,22 Jan 2025,https://www.jobnet.com.mm/job/relationship-manager-financial-institutions-aya-bank/110009,23
Merchandising Executive,ARO Commercial Company Limited,"Sales, Business Development",Yangon,"Benefits: Sat, Sun and Public Holidays are off   Bonus   Ferry Provided   Bonus and Yearly Increasement",Highlights:You can make a difference,Career Opportunities: Promotion Opportunities,22 Jan 2025,https://www.jobnet.com.mm/job/merchandising-executive-aro-commercial-company-limited/109428,23
Electrical Engineer,Taung Paw Thar,"Engineering, Technical, HSE",Mandalay,Benefits: Bonus+Commission,Highlights:Join an experienced Team,Career Opportunities: Management potential,22 Jan 2025,https://www.jobnet.com.mm/job/electrical-engineer-taung-paw-thar/109176,23
Sales Supervisor,Taung Paw Thar,"Sales, Business Development",Yangon,Benefits: Bonus+Commission,Highlights:Fun Working environment,Career Opportunities: Learn new skills on the job,22 Jan 2025,https://www.jobnet.com.mm/job/sales-supervisor-taung-paw-thar/109627,23
Associate Business Development Manager (Mandalay),Dai-ichi Life Insurance Myanmar Ltd.,"Sales, Business Development",Mandalay,Benefits: - Rewards on performance,Highlights:- An awesome company - Join a winning team - You can make a difference,Career Opportunities: - Opportunities for promotion - Learn new skills and techniques,22 Jan 2025,https://www.jobnet.com.mm/job/associate-business-development-manager-mandalay-dai-ichi-life-insurance-myanmar-ltd/110004,23
Medical Representative,"Pinnacle House Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Monthly Incentive,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,22 Jan 2025,https://www.jobnet.com.mm/job/medical-representative-pinnacle-house-co-ltd/109999,23
Supply Chain Manager,"Myanmar ZCH New Energy Technology Co.,Ltd","Logistics, Warehousing, Port",Yangon,Benefits: Bonus + Commission,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,22 Jan 2025,https://www.jobnet.com.mm/job/supply-chain-manager-myanmar-zch-new-energy-technology-co-ltd/95424,23
Senior Solar Engineer(Design & Implementation),"Myanmar ZCH New Energy Technology Co.,Ltd","Engineering, Technical, HSE",Yangon,Benefits: Yearly Commission,Highlights:Fun working Environments,Career Opportunities: Technical Experiences with oversea renewable Engineers,22 Jan 2025,https://www.jobnet.com.mm/job/senior-solar-engineerdesign-and-implementation-myanmar-zch-new-energy-technology-co-ltd/105334,23
Training Instructor (Engineer),Aung Hein Min Company Limited,"HR, Training and Recruitment",Yangon,"Benefits: Uniform Ferry provided Travelling Allowance  Rewards for your performance  Off Days - Sat, Sun",Highlights:Fun working environment  Make a difference Joined an experience team,Career Opportunities: Promotion Opportunities Management Potential,22 Jan 2025,https://www.jobnet.com.mm/job/training-instructor-engineer-aung-hein-min-company-limited/103634,23
"Service Engineer, Assistant Service Engineer",Aung Hein Min Company Limited,"Engineering, Technical, HSE",Yangon,Benefits: Meal Allowance (Branch) Field Allowance (Branch) Uniform Allowance life Insurance (1 year plan) PPE provide Travelling Allowance,Highlights:Join a collaborative team  Strong technical support Field Work Flexibility,Career Opportunities: Opportunities for promotion,22 Jan 2025,https://www.jobnet.com.mm/job/service-engineer-assistant-service-engineer-aung-hein-min-company-limited/104190,23
Construction Director,Ayeyar Hinthar Holdings Company Limited,"Engineering, Technical, HSE",Yangon,Benefits: Insurance benefits Rewards for over performance Ferry provided (Depend on ferry Way) Sat & Sun (Off),Highlights:An awesome company,Career Opportunities: Opportunities for promotion,22 Jan 2025,https://www.jobnet.com.mm/job/construction-director-ayeyar-hinthar-holdings-company-limited/109995,23
Admin Supervisor,Myanmar Noble University,Administrative,Yangon,Benefits: Rewards for over performance,Highlights:Fun working environment,Career Opportunities: Management Potential,22 Jan 2025,https://www.jobnet.com.mm/job/admin-supervisor-myanmar-noble-university/109589,23
Korean Interpreter (Management Supporting),Hana Microfinance Ltd,Translation,Yangon,Benefits: Rewards over experience,Highlights:Join a winning team,Career Opportunities: Possibility for job training,22 Jan 2025,https://www.jobnet.com.mm/job/korean-interpreter-management-supporting-hana-microfinance-ltd/109994,23
Procurement Executive (Construction),Ayeyar Hinthar Holdings Company Limited,"Procurement, Supply Chain",Yangon,"Benefits: Saturday, Sunday, and Gazette Holidays Off Medical Insurance, Lunch Subsidized Ferry Provided (Depending on ferry way)  Annual Bonus",Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,22 Jan 2025,https://www.jobnet.com.mm/job/procurement-executive-construction-ayeyar-hinthar-holdings-company-limited/109992,23
National Sales Manager,"Victory Myanmar Group Co.,Ltd.","Sales, Business Development",Yangon,"Benefits: *Sat , Sun & Public holiday (Off Day)",Highlights:Join an experience team,Career Opportunities: Learn new skill on the job,22 Jan 2025,https://www.jobnet.com.mm/job/national-sales-manager-victory-myanmar-group-co-ltd/109989,23
Pharmacist,Capital Diamond Star Group (CDSG),"Medical, Nursing, Pharmacy",Yangon,Benefits: - Overtime payments - Life insurance - Rewards over performance,Highlights:- Fun working environment - Dynamic team - Make a different team with strong energy,Career Opportunities: - Learn new skills on the job - Promotional opportunities - Management potentials,22 Jan 2025,https://www.jobnet.com.mm/job/pharmacist-capital-diamond-star-group-cdsg/109142,23
Solution Architect,Capital Diamond Star Group (CDSG),"IT Hardware, Software",Yangon,Benefits: Benefits will be provided according to company policy.,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,22 Jan 2025,https://www.jobnet.com.mm/job/solution-architect-capital-diamond-star-group-cdsg/109987,23
Assistant PE Teacher,SLG Education (SIS Myanmar),"Education, Teaching, Childcare",Yangon,Benefits: • Ferry Way • Sunday and Saturday off,Highlights:• Fun Working environment • International Standards,Career Opportunities: • Learn news skills on the job • Promotion Opportunities • Training,22 Jan 2025,https://www.jobnet.com.mm/job/assistant-pe-teacher-slg-education-sis-myanmar/109381,23
Business Analyst,Dai-ichi Life Insurance Myanmar Ltd.,"IT Hardware, Software",Yangon,Benefits: - Rewards on performance,Highlights:- An awesome company - Join a winning team - You can make a difference,Career Opportunities: - Opportunities for promotion - Learn new skills and techniques,22 Jan 2025,https://www.jobnet.com.mm/job/business-analyst-dai-ichi-life-insurance-myanmar-ltd/109983,23
Digital Marketing Coordinator,SLG Education (SIS Myanmar),"Marketing, Media, Creative",Yangon,Benefits: • Ferry Way •Saturday and Sunday off,Highlights:• Fun Working environment • International Standards,Career Opportunities: • Learn news skills on the job • Promotion Opportunities • Training,22 Jan 2025,https://www.jobnet.com.mm/job/digital-marketing-coordinator-slg-education-sis-myanmar/109607,23
Digital Marketing,"AKT Holdings Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Bonus Ferry Provide Overtime Payments Rewards for over performance,Highlights:Fun working environment,Career Opportunities: Training provided,22 Jan 2025,https://www.jobnet.com.mm/job/digital-marketing-akt-holdings-co-ltd/109385,23
Senior Financial Analyst,Wilmar Myanmar Limited,"Finance, Accounting, Audit",Yangon,Benefits: . Lunch Provided . Ferry Provided . Annual Bonus . Monthly Gratis,Highlights:. International Standard . Make a difference,Career Opportunities: . Learn new skills on the job . Promotion Opportunities,22 Jan 2025,https://www.jobnet.com.mm/job/senior-financial-analyst-wilmar-myanmar-limited/109028,23
IT Compliance Analyst,Wave Money,"IT Hardware, Software",Yangon,Benefits: - Medical & Life Insurance - Mobile Usage allowance - Ferry - Other benefits including Company Bonus,Highlights:- Myanmar's First Mobile Financial Services Provider - International Working Environment,Career Opportunities: - Growing organization - Develop your career,22 Jan 2025,https://www.jobnet.com.mm/job/it-compliance-analyst-wave-money/109980,23
Sourcing Executive,"Regal Dynasty Co.,Ltd","Procurement, Supply Chain",Yangon,Benefits: -,Highlights:You can make a difference,Career Opportunities: Possibility for job training,22 Jan 2025,https://www.jobnet.com.mm/job/sourcing-executive-regal-dynasty-co-ltd/107576,23
Site Engineer,"Myat Myittar Mon Co.,Ltd","Engineering, Technical, HSE",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,22 Jan 2025,https://www.jobnet.com.mm/job/site-engineer-myat-myittar-mon-co-ltd/109979,23
Production Planning And Inventory Control Admin,"TOA Coating (Myanmar) Co.,Ltd","Manufacturing, Factory",Yangon,Benefits: Yearly Bonus  Meal Allowance  Ferry Provided  Health Insurance,Highlights:Fun Working Environment   Join an Experience Team,Career Opportunities: Training Provided  Learn new skills on Job,22 Jan 2025,https://www.jobnet.com.mm/job/production-planning-and-inventory-control-admin-toa-coating-myanmar-co-ltd/109978,24
Sales Manager,Kaung Swann Htet Trading,"Sales, Business Development",Yangon,Benefits: Meal or Travel allowance,Highlights:Make a difference Join an experienced team,Career Opportunities: Training provided Learn new skills on the job,22 Jan 2025,https://www.jobnet.com.mm/job/sales-manager-kaung-swann-htet-trading/109977,24
CREATIVE DESIGNER (GRAPHICS & MOTION),CANAL PLUS MYANMAR LIMITED,"Marketing, Media, Creative",Yangon,Benefits: * Phone & Transport allowances * Health insurance for employee and family,"Highlights:CANAL+ is an equal opportunity employer. We welcome applications from all individuals regardless of race,gender,disability or any other characteristic",Career Opportunities: * Training provided,22 Jan 2025,https://www.jobnet.com.mm/job/creative-designer-graphics-and-motion-canal-plus-myanmar-limited/109968,24
Internal Auditor,"Hon Chuan (Myanmar) Co., Ltd.","Finance, Accounting, Audit",Yangon,Benefits: - Ferry or Transportation Allowance - Meal - Uniforms - Yearly Bonus - Yearly Medical Checkup,Highlights:Join a winning team,Career Opportunities: - Learn new skills on the job,22 Jan 2025,https://www.jobnet.com.mm/job/internal-auditor-hon-chuan-myanmar-co-ltd/101357,24
Accountant (Icon Edible Oil Industry),"Myanmar Distribution Group Co., Ltd.(MDG)","Finance, Accounting, Audit",Yangon,Benefits: - Social Welfare + Ferry Provided - Monday to Saturday  - 9 am to 5 pm - Rewards for outstanding performance yearly,Highlights:- International standard,Career Opportunities: - Learn new skills on the job,22 Jan 2025,https://www.jobnet.com.mm/job/accountant-icon-edible-oil-industry-myanmar-distribution-group-co-ltdmdg/109967,24
Assistant Admin Manager,Dai-ichi Life Insurance Myanmar Ltd.,Administrative,Yangon,Benefits: - Rewards on performance,Highlights:- An awesome company - Join a winning team - You can make a difference,Career Opportunities: - Opportunities for promotion - Learn new skills and techniques,22 Jan 2025,https://www.jobnet.com.mm/job/assistant-admin-manager-dai-ichi-life-insurance-myanmar-ltd/109966,24
Area Manager (Pharma Marketing),K.T.Z Company Limited,"Marketing, Media, Creative",Mandalay,Benefits: Incentive Bonus Other Benefits,Highlights:-,Career Opportunities: Promotion Opportunities,22 Jan 2025,https://www.jobnet.com.mm/job/area-manager-pharma-marketing-ktz-company-limited/109965,24
Sales Supervisor,United Chan Thar,"Sales, Business Development",Mandalay,Benefits: Travel Allowance  Bonus  Incentive  Ph Bill,Highlights:You can make a difference,Career Opportunities: Training Provide Learning new Skill,22 Jan 2025,https://www.jobnet.com.mm/job/sales-supervisor-united-chan-thar/108658,24
Maintenance Technician / Operator,Colgate-Palmolive (Myanmar) Ltd.,"Engineering, Technical, HSE",Yangon,Benefits: - Fixed bonus - Monthly allowances - Transportation arrangement if out of Shwe Pyi Thar,Highlights:- International standards,Career Opportunities: - learning opportunities,21 Jan 2025,https://www.jobnet.com.mm/job/maintenance-technician-operator-colgate-palmolive-myanmar-ltd/109963,24
Bottling / Production Manager,"Victory Myanmar Group Co.,Ltd.","Manufacturing, Factory",Bago Division,Benefits: Bonus Meal Allowance Accommodation,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,21 Jan 2025,https://www.jobnet.com.mm/job/bottling-production-manager-victory-myanmar-group-co-ltd/108612,24
Factory Performance & Reliability - Supervisor,Colgate-Palmolive (Myanmar) Ltd.,"Manufacturing, Factory",Yangon,Benefits: - Fixed bonus - KPI bonus - Monthly allowance - Transportation arrangement if out of Shwe Pyi Thar,Highlights:- International standards,Career Opportunities: - learning opportunities,21 Jan 2025,https://www.jobnet.com.mm/job/factory-performance-and-reliability-supervisor-colgate-palmolive-myanmar-ltd/109962,24
Assistant Chief Accountant,"City Global Mark Services Co., Ltd","Finance, Accounting, Audit",Yangon,Benefits: - Attractive Salary + Attendance Bonus - Yearly increase salary + Bonus - Uniform,Highlights:An awesome company,Career Opportunities: Possibility for job training,21 Jan 2025,https://www.jobnet.com.mm/job/assistant-chief-accountant-city-global-mark-services-co-ltd/109960,24
Electrical Power Engineer,"Myanmar Fiber Optic Communication Network Co., Ltd","Engineering, Technical, HSE",Yangon,Benefits: * Phone bill allowance * Ferry provided * Health Insurance * Social security Funds,Highlights:Expected salary for talented employee High standard working environment Work with overseas colleagues,Career Opportunities: Job promote chance according your yearly performance Chance to get new challenge at different departments,21 Jan 2025,https://www.jobnet.com.mm/job/electrical-power-engineer-myanmar-fiber-optic-communication-network-co-ltd/109616,24
Senior Accountant,"Silver Tiger Group Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: - Ferry provided - Attendance bonus - Rewards over performance - Uniform provided,Highlights:- Make a difference - Join an awesome team,Career Opportunities: - Learn new skills on the job - Promotion opportunities,21 Jan 2025,https://www.jobnet.com.mm/job/senior-accountant-silver-tiger-group-co-ltd/102552,24
HR Executive(L&D),Asia Royal Hospital,"HR, Training and Recruitment",Yangon,Benefits: Annual Bonus + yearly increment + service allowances + attractive overtime rate. Medical cover with discount rate.,Highlights:Warm and fair organizational culture. Transparent performance management system.,Career Opportunities: Excellent promotional opportunities. Can get valuable experiences and skill set from one of the leading private hospital of Myanmar.,21 Jan 2025,https://www.jobnet.com.mm/job/hr-executivelandd-asia-royal-hospital/109141,24
Office Staff -Japanese Speaker,"Suzuki Thilawa Motor Co.,Ltd",Translation,Yangon,Benefits: - Ferry Provided  - Lunch Provided  - Uniform Provided,Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,21 Jan 2025,https://www.jobnet.com.mm/job/office-staff-japanese-speaker-suzuki-thilawa-motor-co-ltd/109170,24
Marketing Supervisor,Thiri Cosmetic Company Limited (Mistine),"Marketing, Media, Creative",Yangon,"Benefits: -8:30AM to 5:00PM -Sat, Sun & Public holidays off -Ferry & uniforms provided -Yearly increment & bonus -Health benefit -Social welfare benefit",Highlights:-Fun working environment -Make a difference,Career Opportunities: -Learn new skills on the jobs,21 Jan 2025,https://www.jobnet.com.mm/job/marketing-supervisor-thiri-cosmetic-company-limited-mistine/104220,24
QS Engineer,"Wei Li Hlaine General Trading Co.,Ltd","Engineering, Technical, HSE",Mandalay,Benefits: *  Bonus + Commission * Meal or Travel Allowance * Phone Bills Allowance * Rewards for over performance,Highlights:* Fun Working Environment * International Standards * Make a difference * Join an experience team,Career Opportunities: * Training Provided * Learn new Skills on the job * Promotion Opportunities,21 Jan 2025,https://www.jobnet.com.mm/job/qs-engineer-wei-li-hlaine-general-trading-co-ltd/109018,24
Content Writer,"Coca Media Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: * salary + Monthly Allowance & Yearly Bonus. * Office Ferry availed. * Treat Happy Lunch in Every Friday.,Highlights:Chance to work with Good Marketing Communication Professionals from different. Industry in Myanmar Market. Professional Working Environment.,Career Opportunities: Opportunities for promotion,21 Jan 2025,https://www.jobnet.com.mm/job/content-writer-coca-media-co-ltd/109043,24
Survey Engineer,"Wei Li Hlaine General Trading Co.,Ltd","Engineering, Technical, HSE",Mandalay,Benefits: *  Bonus  + Commission * Meal or Travel Allowance * Phone Bills Allowance * Rewards for over performance,Highlights:* Fun Working Environment * International Standards * Make a difference * Join an experience team,Career Opportunities: * Training Provided * Learn new Skills on the job * Promotion Opportunities,21 Jan 2025,https://www.jobnet.com.mm/job/survey-engineer-wei-li-hlaine-general-trading-co-ltd/109011,24
Marketing Executive (For Admissions Department),AMI International School,"Marketing, Media, Creative",Yangon,Benefits: - Salary Negotiate  (depends on your experiences and Languages skill) -Provide to Uniforms,Highlights:-International standard -Make a different -Join an experienced team,Career Opportunities: -Learn new skills on the job -Promotion opportunities  -Management potential,21 Jan 2025,https://www.jobnet.com.mm/job/marketing-executive-for-admissions-department-ami-international-school/109017,24
Collection Executive,"Mo Mo Ventures Finance Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Ferry provided,Highlights:Fun working environment,Career Opportunities: Promotion opportunities,21 Jan 2025,https://www.jobnet.com.mm/job/collection-executive-mo-mo-ventures-finance-co-ltd/109114,24
